sequence,date,species,USDA_symbol,plot,plant_number,leaf_number,petiole,leaf_length_cm,leaf_width_cm,wet_mass_g,dry_mass_g,SLA,LDMC,LA,censor
238,2017-04-04,linanthus,LEPA51,non_plot,8,1,FALSE,0.9,0.6,0.00211,3.3e-4,339.3939393939394,0.15639810426540285,0.112,FALSE
239,2017-04-04,linanthus,LEPA51,non_plot,8,2,FALSE,0.9,0.8,0.00242,3e-4,440.00000000000006,0.12396694214876033,0.132,FALSE
240,2017-04-04,linanthus,LEPA51,non_plot,8,3,FALSE,0.9,0.8,0.00231,4.1e-4,302.4390243902439,0.17748917748917747,0.124,FALSE
241,2017-04-04,vulpia_myuros,FEMY2,non_plot,1,1,FALSE,4.4,0.2,0.00895,0.0023,249.99999999999997,0.2569832402234637,0.575,FALSE
242,2017-04-04,vulpia_myuros,FEMY2,non_plot,1,2,FALSE,7.1,0.3,0.01687,0.0047,279.36170212765956,0.27860106698280973,1.313,FALSE
243,2017-04-04,vulpia_myuros,FEMY2,non_plot,1,3,FALSE,5,0.2,0.01107,0.0033,258.4848484848485,0.2981029810298103,0.853,FALSE
244,2017-04-04,vulpia_myuros,FEMY2,non_plot,2,1,FALSE,4.3,0.2,0.0124,0.0034,231.47058823529414,0.27419354838709675,0.787,FALSE
245,2017-04-04,vulpia_myuros,FEMY2,non_plot,2,2,FALSE,3.7,0.2,0.00636,0.0021,228.0952380952381,0.330188679245283,0.479,FALSE
246,2017-04-04,vulpia_myuros,FEMY2,non_plot,2,3,FALSE,2.9,0.2,0.00346,NA,NA,NA,0.283,FALSE
247,2017-04-04,vulpia_myuros,FEMY2,non_plot,3,1,FALSE,5,0.1,0.00654,0.0019,279.47368421052636,0.290519877675841,0.531,FALSE
248,2017-04-04,vulpia_myuros,FEMY2,non_plot,3,2,FALSE,3.1,0.1,0.0037200000000000002,0.0015,216.66666666666666,0.4032258064516129,0.325,FALSE
249,2017-04-04,vulpia_myuros,FEMY2,non_plot,3,3,FALSE,2.9,0.1,0.00326,1e-4,3050,0.030674846625766874,0.305,TRUE
250,2017-04-05,vuma,NA,749,1,1,FALSE,7.9,0.3,0.02119,0.00718,NA,0.338839075035394,NA,FALSE
251,2017-04-05,vuma,NA,749,1,2,FALSE,8.3,0.2,0.02122,0.00714,NA,0.3364750235626767,NA,FALSE
252,2017-04-05,vuma,NA,749,1,3,FALSE,7.4,0.2,0.01854,0.0058,NA,0.3128371089536138,NA,FALSE
253,2017-04-05,vuma,NA,749,2,1,FALSE,11.6,0.3,0.05686,0.02167,NA,0.3811115019345761,NA,FALSE
254,2017-04-05,vuma,NA,749,2,2,FALSE,12.2,0.3,0.04974,0.01823,NA,0.36650583031765177,NA,FALSE
255,2017-04-05,vuma,NA,749,2,3,FALSE,8.2,0.3,0.02969,0.01131,NA,0.3809363422027619,NA,FALSE
256,2017-04-05,vuma,NA,749,3,1,FALSE,7.9,0.2,0.01701,0.00553,NA,0.32510288065843623,NA,FALSE
257,2017-04-05,vuma,NA,749,3,2,FALSE,7.5,0.2,0.02347,0.00794,NA,0.3383042181508308,NA,FALSE
258,2017-04-05,vuma,NA,749,3,3,FALSE,6.2,0.2,0.01464,0.00449,NA,0.30669398907103823,NA,NA
259,2017-04-05,vuma,NA,749,4,1,FALSE,11.7,0.3,0.04449,0.01436,NA,0.3227691616093504,NA,FALSE
260,2017-04-05,vuma,NA,749,4,2,FALSE,10.9,0.3,0.04191,0.01203,NA,0.2870436649964209,NA,FALSE
261,2017-04-05,vuma,NA,749,4,3,FALSE,8.4,0.2,0.01957,0.00673,NA,0.3438937148696985,NA,FALSE
262,2017-04-05,vuma,NA,749,5,1,FALSE,10.3,0.3,0.03775,0.01241,NA,0.3287417218543046,NA,FALSE
263,2017-04-05,vuma,NA,749,5,2,FALSE,8,0.2,0.02352,0.00781,NA,0.3320578231292517,NA,FALSE
264,2017-04-05,vuma,NA,749,5,3,FALSE,8.5,0.2,0.02708,0.00881,NA,0.32533234859675036,NA,FALSE
265,2017-04-05,vuma,NA,748,1,1,FALSE,5.4,0.2,0.01224,0.00387,NA,0.31617647058823534,NA,FALSE
266,2017-04-05,vuma,NA,748,1,2,FALSE,3.9,0.2,0.0065,0.00237,NA,0.3646153846153847,NA,FALSE
267,2017-04-05,vuma,NA,748,1,3,FALSE,2.1,0.1,0.00278,NA,NA,NA,NA,FALSE
268,2017-04-05,vuma,NA,748,2,1,FALSE,4.7,0.2,0.00914,0.00265,NA,0.2899343544857768,NA,FALSE
269,2017-04-05,vuma,NA,748,2,2,FALSE,4,0.2,0.00621,0.00183,NA,0.2946859903381642,NA,FALSE
270,2017-04-05,vuma,NA,748,2,3,FALSE,4.2,0.2,0.00886,0.00283,NA,0.3194130925507901,NA,FALSE
271,2017-04-05,vuma,NA,748,3,1,FALSE,2.5,0.1,0.00269,7.8e-4,NA,0.2899628252788104,NA,FALSE
272,2017-04-05,vuma,NA,748,3,2,FALSE,1.6,0.1,0.00116,4.3e-4,NA,0.37068965517241376,NA,FALSE
273,2017-04-05,vuma,NA,748,3,3,FALSE,0.9,0.1,5.3e-4,NA,NA,NA,NA,NA
274,2017-04-05,vuma,NA,748,4,1,FALSE,5.2,0.1,0.00859,0.0025,NA,0.29103608847497087,NA,FALSE
275,2017-04-05,vuma,NA,748,4,2,FALSE,3.2,0.1,0.00499,0.00153,NA,0.3066132264529058,NA,FALSE
276,2017-04-05,vuma,NA,748,4,3,FALSE,2.6,0.1,0.00338,0.0012,NA,0.3550295857988165,NA,FALSE
277,2017-04-05,vuma,NA,748,5,1,FALSE,6.8,0.2,0.01749,0.00564,NA,0.32246998284734135,NA,FALSE
278,2017-04-05,vuma,NA,748,5,2,FALSE,5.1,0.2,0.01497,0.00499,NA,0.3333333333333333,NA,FALSE
279,2017-04-05,vuma,NA,748,5,3,FALSE,4.7,0.2,0.01187,0.00404,NA,0.34035383319292334,NA,FALSE
280,2017-04-05,lowr,LOWR2,748,1,1,FALSE,1,1,0.02419,0.00392,NA,0.16205043406366268,NA,FALSE
281,2017-04-05,lowr,LOWR2,748,1,2,FALSE,1.4,0.9,0.02561,0.00435,NA,0.1698555251854744,NA,FALSE
282,2017-04-05,lowr,LOWR2,748,1,3,FALSE,1.5,1,0.03042,0.00498,NA,0.16370808678500987,NA,FALSE
283,2017-04-05,lowr,LOWR2,748,2,1,FALSE,1.1,1.1,0.01953,0.00335,NA,0.1715309779825909,NA,FALSE
284,2017-04-05,lowr,LOWR2,748,2,2,FALSE,1,0.9,0.01888,0.00305,NA,0.16154661016949154,NA,FALSE
285,2017-04-05,lowr,LOWR2,748,2,3,FALSE,1.2,1.5,0.03507,0.00577,NA,0.16452808668377533,NA,FALSE
286,2017-04-05,lowr,LOWR2,748,3,1,FALSE,1,1,0.01726,0.00244,NA,0.14136732329084586,NA,FALSE
287,2017-04-05,lowr,LOWR2,748,3,2,FALSE,1.3,1.1,0.02156,0.00329,NA,0.1525974025974026,NA,FALSE
288,2017-04-05,lowr,LOWR2,748,3,3,FALSE,1.2,0.9,0.01804,0.00276,NA,0.15299334811529933,NA,FALSE
289,2017-04-05,lowr,LOWR2,748,4,1,FALSE,1.2,1.3,0.04451,0.00762,NA,0.1711974837115255,NA,FALSE
290,2017-04-05,lowr,LOWR2,748,4,2,FALSE,1.5,1.6,0.04021,0.00656,NA,0.1631434966426262,NA,FALSE
291,2017-04-05,lowr,LOWR2,748,4,3,FALSE,1.6,1.4,0.04115,0.01062,NA,0.2580801944106926,NA,FALSE
292,2017-04-05,lowr,LOWR2,748,5,1,FALSE,0.8,0.7,0.00841,0.00162,NA,0.19262782401902495,NA,FALSE
293,2017-04-05,lowr,LOWR2,748,5,2,FALSE,0.7,0.6,0.00794,0.00152,NA,0.19143576826196476,NA,FALSE
294,2017-04-05,lowr,LOWR2,748,5,3,FALSE,0.7,0.5,0.00728,0.00104,NA,0.14285714285714285,NA,FALSE
295,2017-04-05,lowr,LOWR2,749,1,1,FALSE,1.5,1,0.0411,0.0049,196.53061224489795,0.11922141119221412,0.963,FALSE
295,2017-04-05,lowr,LOWR2,749,1,1,FALSE,1.5,1,0.0411,0.0049,100.20408163265306,0.11922141119221412,0.491,FALSE
295,2017-04-05,lowr,LOWR2,749,1,1,FALSE,1.5,1,0.0411,0.0049,355.51020408163265,0.11922141119221412,1.742,FALSE
296,2017-04-05,lowr,LOWR2,749,1,2,FALSE,1.2,0.7,0.0132,0.00162,NA,0.12272727272727273,NA,FALSE
297,2017-04-05,lowr,LOWR2,749,1,3,FALSE,2.1,1.7,0.08496,0.01227,NA,0.14442090395480225,NA,FALSE
298,2017-04-05,lowr,LOWR2,749,2,1,FALSE,2.2,1.5,0.09247,0.01224,NA,0.13236725424461987,NA,FALSE
299,2017-04-05,lowr,LOWR2,749,2,2,FALSE,2,1.5,0.05021,0.00726,293.93939393939394,0.14459271061541526,2.134,FALSE
299,2017-04-05,lowr,LOWR2,749,2,2,FALSE,2,1.5,0.05021,0.00726,220.2479338842975,0.14459271061541526,1.599,FALSE
299,2017-04-05,lowr,LOWR2,749,2,2,FALSE,2,1.5,0.05021,0.00726,267.4931129476584,0.14459271061541526,1.942,FALSE
300,2017-04-05,lowr,LOWR2,749,2,3,FALSE,2,1.5,0.06752,0.00864,NA,0.1279620853080569,NA,FALSE
301,2017-04-05,lowr,LOWR2,749,3,1,FALSE,2,1.4,0.04856,0.00689,NA,0.1418863261943987,NA,FALSE
302,2017-04-05,lowr,LOWR2,749,3,2,FALSE,1.7,1.5,0.04868,0.00733,NA,0.15057518488085456,NA,FALSE
303,2017-04-05,lowr,LOWR2,749,3,3,FALSE,1.9,1.3,0.04597,0.00673,193.01634472511142,0.14639982597346096,1.299,FALSE
303,2017-04-05,lowr,LOWR2,749,3,3,FALSE,1.9,1.3,0.04597,0.00673,182.16939078751858,0.14639982597346096,1.226,FALSE
303,2017-04-05,lowr,LOWR2,749,3,3,FALSE,1.9,1.3,0.04597,0.00673,183.20950965824667,0.14639982597346096,1.233,FALSE
304,2017-04-05,lowr,LOWR2,749,4,1,FALSE,1.6,1.4,0.04804,0.00781,NA,0.1625728559533722,NA,FALSE
305,2017-04-05,lowr,LOWR2,749,4,2,FALSE,2,1.4,0.06268,0.0101,NA,0.16113592852584557,NA,FALSE
306,2017-04-05,lowr,LOWR2,749,4,3,FALSE,2.4,1.5,0.05883,0.00928,NA,0.15774264830868603,NA,FALSE
307,2017-04-05,lowr,LOWR2,749,5,1,FALSE,1.8,1.2,0.0683,0.00807,NA,0.11815519765739387,NA,FALSE
308,2017-04-05,lowr,LOWR2,749,5,2,FALSE,2,1,0.07401,0.00884,NA,0.11944331847047696,NA,FALSE
309,2017-04-05,lowr,LOWR2,749,5,3,FALSE,1.9,1.7,0.06242,0.00743,NA,0.11903236142262094,NA,FALSE
310,2017-04-05,mica,MICA,749,1,1,FALSE,1.2,0.3,0.00321,7.4e-4,400,0.2305295950155763,0.296,FALSE
310,2017-04-05,mica,MICA,749,1,1,FALSE,1.2,0.3,0.00321,7.4e-4,216.21621621621622,0.2305295950155763,0.16,FALSE
310,2017-04-05,mica,MICA,749,1,1,FALSE,1.2,0.3,0.00321,7.4e-4,321.6216216216216,0.2305295950155763,0.238,FALSE
311,2017-04-05,mica,MICA,749,1,2,FALSE,0.8,0.2,0.00168,4.2e-4,NA,0.25,NA,FALSE
312,2017-04-05,mica,MICA,749,1,3,FALSE,1.1,0.2,0.00246,6e-4,NA,0.24390243902439024,NA,FALSE
313,2017-04-05,mica,MICA,749,2,1,FALSE,1.6,0.4,0.00679,0.00162,NA,0.2385861561119293,NA,FALSE
314,2017-04-05,mica,MICA,749,2,2,FALSE,1.4,0.4,0.00633,0.00164,321.95121951219517,0.2590837282780411,0.528,FALSE
314,2017-04-05,mica,MICA,749,2,2,FALSE,1.4,0.4,0.00633,0.00164,294.5121951219512,0.2590837282780411,0.483,FALSE
314,2017-04-05,mica,MICA,749,2,2,FALSE,1.4,0.4,0.00633,0.00164,310.3658536585366,0.2590837282780411,0.509,FALSE
315,2017-04-05,mica,MICA,749,2,3,FALSE,1.6,0.5,0.00665,0.00168,NA,0.25263157894736843,NA,FALSE
316,2017-04-05,mica,MICA,749,3,1,FALSE,1.4,0.4,0.0037200000000000002,9.2e-4,NA,0.24731182795698925,NA,FALSE
317,2017-04-05,mica,MICA,749,3,2,FALSE,1.3,0.4,0.00367,7.8e-4,NA,0.2125340599455041,NA,FALSE
318,2017-04-05,mica,MICA,749,3,3,FALSE,1.3,0.4,0.00397,9.9e-4,352.5252525252525,0.24937027707808568,0.349,FALSE
318,2017-04-05,mica,MICA,749,3,3,FALSE,1.3,0.4,0.00397,9.9e-4,314.14141414141415,0.24937027707808568,0.311,FALSE
318,2017-04-05,mica,MICA,749,3,3,FALSE,1.3,0.4,0.00397,9.9e-4,380.80808080808083,0.24937027707808568,0.377,FALSE
319,2017-04-05,mica,MICA,749,4,1,FALSE,1.4,0.4,0.00351,9e-4,NA,0.2564102564102564,NA,FALSE
320,2017-04-05,mica,MICA,749,4,2,FALSE,1.3,0.3,0.00251,5.4e-4,NA,0.2151394422310757,NA,FALSE
321,2017-04-05,mica,MICA,749,4,3,FALSE,1.6,0.3,0.00457,0.00124,NA,0.2713347921225383,NA,FALSE
322,2017-04-05,mica,MICA,749,5,1,FALSE,1.5,0.4,0.00557,0.0012,NA,0.21543985637342905,NA,FALSE
323,2017-04-05,mica,MICA,749,5,2,FALSE,1.5,0.3,0.00513,0.00115,NA,0.22417153996101363,NA,FALSE
324,2017-04-05,mica,MICA,749,5,3,FALSE,1.5,0.5,0.00517,0.00119,NA,0.23017408123791103,NA,FALSE
325,2017-04-05,pler,PLER3,748,1,1,FALSE,5.1,0.2,0.01833,0.004334,131.28749423165664,0.23644298963447902,0.569,FALSE
325,2017-04-05,pler,PLER3,748,1,1,FALSE,5.1,0.2,0.01833,0.004334,213.6594370096908,0.23644298963447902,0.926,FALSE
325,2017-04-05,pler,PLER3,748,1,1,FALSE,5.1,0.2,0.01833,0.004334,140.97831102907244,0.23644298963447902,0.611,FALSE
326,2017-04-05,pler,PLER3,748,1,2,FALSE,7.8,0.2,0.03174,0.00791,NA,0.2492123503465659,NA,FALSE
327,2017-04-05,pler,PLER3,748,1,3,FALSE,4.9,0.2,0.01875,0.00462,NA,0.2464,NA,FALSE
328,2017-04-05,pler,PLER3,748,2,1,FALSE,7.8,0.3,0.05028,0.00995,NA,0.19789180588703265,NA,FALSE
329,2017-04-05,pler,PLER3,748,2,2,FALSE,4.8,0.2,0.0298,0.00723,189.07330567081604,0.24261744966442955,1.367,FALSE
329,2017-04-05,pler,PLER3,748,2,2,FALSE,4.8,0.2,0.0298,0.00723,102.62793914246195,0.24261744966442955,0.742,FALSE
329,2017-04-05,pler,PLER3,748,2,2,FALSE,4.8,0.2,0.0298,0.00723,92.5311203319502,0.24261744966442955,0.669,FALSE
330,2017-04-05,pler,PLER3,748,2,3,FALSE,4.8,0.2,0.02546,0.00627,NA,0.24626865671641793,NA,FALSE
331,2017-04-05,pler,PLER3,748,3,1,FALSE,6.2,0.3,0.03805,0.00775,NA,0.20367936925098554,NA,FALSE
332,2017-04-05,pler,PLER3,748,3,2,FALSE,6.4,0.3,0.03798,0.00779,NA,0.20510795155344919,NA,FALSE
333,2017-04-05,pler,PLER3,748,3,3,FALSE,6.4,0.3,0.04113,0.00861,114.40185830429733,0.20933625091174324,0.985,FALSE
333,2017-04-05,pler,PLER3,748,3,3,FALSE,6.4,0.3,0.04113,0.00861,110.91753774680603,0.20933625091174324,0.955,FALSE
333,2017-04-05,pler,PLER3,748,3,3,FALSE,6.4,0.3,0.04113,0.00861,130.5458768873403,0.20933625091174324,1.124,FALSE
334,2017-04-05,pler,PLER3,748,4,1,FALSE,5.7,0.3,0.0326,0.00646,NA,0.19815950920245398,NA,FALSE
335,2017-04-05,pler,PLER3,748,4,2,FALSE,6.5,0.3,0.03698,0.00734,NA,0.19848566792861008,NA,FALSE
336,2017-04-05,pler,PLER3,748,4,3,FALSE,5,0.2,0.02571,0.00537,NA,0.2088681446907818,NA,FALSE
337,2017-04-05,pler,PLER3,748,5,1,FALSE,6.9,0.3,0.04968,0.01019,NA,0.2051127214170692,NA,FALSE
338,2017-04-05,pler,PLER3,748,5,2,FALSE,6.2,0.3,0.04029,0.00834,NA,0.2069992553983619,NA,FALSE
339,2017-04-05,pler,PLER3,748,5,3,FALSE,5.8,0.3,0.02806,0.00558,NA,0.19885958660014252,NA,FALSE
340,2017-04-05,chgl,CHGL,749,1,1,FALSE,5.8,1.2,0.22146,0.02401,140.31653477717617,0.10841686986363226,3.369,FALSE
340,2017-04-05,chgl,CHGL,749,1,1,FALSE,5.8,1.2,0.22146,0.02401,117.99250312369847,0.10841686986363226,2.833,FALSE
340,2017-04-05,chgl,CHGL,749,1,1,FALSE,5.8,1.2,0.22146,0.02401,133.8608912952936,0.10841686986363226,3.214,FALSE
341,2017-04-05,chgl,CHGL,749,1,2,FALSE,5,1.3,0.17738,0.01913,NA,0.10784755891306799,NA,FALSE
342,2017-04-05,chgl,CHGL,749,1,3,FALSE,5,1.7,0.20878,0.02093,NA,0.10024906600249067,NA,FALSE
343,2017-04-05,chgl,CHGL,749,2,1,FALSE,4,0.9,0.13891,0.01227,NA,0.08833057375278958,NA,FALSE
344,2017-04-05,chgl,CHGL,749,2,2,FALSE,2.6,0.7,0.05169,0.00521,310.9404990403071,0.10079319017218032,1.62,FALSE
344,2017-04-05,chgl,CHGL,749,2,2,FALSE,2.6,0.7,0.05169,0.00521,168.33013435700576,0.10079319017218032,0.877,FALSE
344,2017-04-05,chgl,CHGL,749,2,2,FALSE,2.6,0.7,0.05169,0.00521,374.08829174664106,0.10079319017218032,1.949,FALSE
345,2017-04-05,chgl,CHGL,749,2,3,FALSE,4,1.8,0.15757,0.01466,NA,0.09303801485054262,NA,FALSE
346,2017-04-05,chgl,CHGL,749,3,1,FALSE,4.1,1,0.08627,0.01149,NA,0.1331865074765272,NA,FALSE
347,2017-04-05,chgl,CHGL,749,3,2,FALSE,4.2,1.3,0.08354,0.01092,NA,0.13071582475460855,NA,FALSE
348,2017-04-05,chgl,CHGL,749,3,3,FALSE,4.4,1.2,0.07869,0.0106,125.56603773584905,0.13470580759944084,1.331,FALSE
348,2017-04-05,chgl,CHGL,749,3,3,FALSE,4.4,1.2,0.07869,0.0106,140.47169811320757,0.13470580759944084,1.489,FALSE
348,2017-04-05,chgl,CHGL,749,3,3,FALSE,4.4,1.2,0.07869,0.0106,126.79245283018868,0.13470580759944084,1.344,FALSE
349,2017-04-05,chgl,CHGL,749,4,1,FALSE,4.2,1,0.08272,0.00802,NA,0.09695357833655704,NA,FALSE
350,2017-04-05,chgl,CHGL,749,4,2,FALSE,4.2,1,0.08653,0.00888,NA,0.10262336761816712,NA,FALSE
351,2017-04-05,chgl,CHGL,749,4,3,FALSE,3.8,1,0.08172,0.00868,NA,0.10621634850709741,NA,FALSE
352,2017-04-05,chgl,CHGL,749,5,1,FALSE,3,1.1,0.08085,0.01008,NA,0.12467532467532468,NA,FALSE
353,2017-04-05,chgl,CHGL,749,5,2,FALSE,3.4,1.1,0.08568,0.01057,NA,0.12336601307189542,NA,FALSE
354,2017-04-05,chgl,CHGL,749,5,3,FALSE,3.4,1.1,0.09049,0.01142,NA,0.12620179025306663,NA,FALSE
355,2017-04-05,aghe,URLI5,748,1,1,FALSE,5.6,0.2,0.01764,0.00283,212.72084805653708,0.1604308390022676,0.602,FALSE
