"Slice","Count","Total.Area","Average.Size","X.Area","Mean","notes","date","Species","plant","leaf","all"
"capy-p6-l2",1,20.489,20.489,3.18,254.951,"",2017-05-11,"capy","p6","l2",FALSE
"capy-p6-l3",3,8.887,2.962,1.379,254.272,"",2017-05-11,"capy","p6","l3",FALSE
"capy-p7-all",14,97.503,6.965,15.134,252.803,"",2017-05-11,"capy","p7",NA,TRUE
"capy-p7-l1",2,31.542,15.771,4.896,254.588,"",2017-05-11,"capy","p7","l1",FALSE
"capy-p7-l2",3,37.943,12.648,5.889,254.802,"",2017-05-11,"capy","p7","l2",FALSE
"capy-p7-l3",2,25.486,12.743,3.956,254.882,"",2017-05-11,"capy","p7","l3",FALSE
"capy-p8-l1",2,49.794,24.897,7.729,254.36,"",2017-05-11,"capy","p8","l1",FALSE
"capy-p8-l2",6,42.277,7.046,6.562,254.526,"",2017-05-11,"capy","p8","l2",FALSE
"capy-p8-l3",5,27.201,5.44,4.222,254.009,"",2017-05-11,"capy","p8","l3",FALSE
"napu-p1-all-1",46,54.533,1.186,8.464,254.508,"",2017-05-11,"napu","p1",NA,TRUE
"napu-p1-all-2",28,34.024,1.215,5.281,254.748,"",2017-05-11,"napu","p1",NA,TRUE
"napu-p1-l1",8,8.569,1.071,1.33,254.939,"",2017-05-11,"napu","p1","l1",FALSE
"napu-p1-l2",8,6.434,0.804,0.999,254.813,"",2017-05-11,"napu","p1","l2",FALSE
"napu-p1-l3",3,3.165,1.055,0.491,254.997,"",2017-05-11,"napu","p1","l3",FALSE
"napu-p2-all",11,28.086,2.553,4.359,254.602,"",2017-05-11,"napu","p2",NA,TRUE
"napu-p2-l1",4,7.855,1.964,1.219,254.805,"",2017-05-11,"napu","p2","l1",FALSE
"napu-p2-l2",2,4.686,2.343,0.727,254.993,"",2017-05-11,"napu","p2","l2",FALSE
"napu-p2-l3",7,5.639,0.806,0.875,254.965,"",2017-05-11,"napu","p2","l3",FALSE
"napu-p3-all",21,57.994,2.762,9.002,254.248,"",2017-05-11,"napu","p3",NA,TRUE
"napu-p3-l1",6,5.263,0.877,0.817,254.671,"",2017-05-11,"napu","p3","l1",FALSE
"napu-p3-l2",5,3.362,0.672,0.522,254.98,"",2017-05-11,"napu","p3","l2",FALSE
"napu-p3-l3",6,7.129,1.188,1.107,254.97,"",2017-05-11,"napu","p3","l3",FALSE
"napu-p4-all",24,29.79,1.241,4.624,254.564,"",2017-05-11,"napu","p4",NA,TRUE
"napu-p4-l1",4,3.888,0.972,0.603,254.739,"",2017-05-11,"napu","p4","l1",FALSE
"napu-p4-l2",3,4.043,1.348,0.628,254.963,"",2017-05-11,"napu","p4","l2",FALSE
"napu-p4-l3",3,3.431,1.144,0.532,254.886,"",2017-05-11,"napu","p4","l3",FALSE
"napu-p5-all",20,31.694,1.585,4.919,254.489,"",2017-05-11,"napu","p5",NA,TRUE
"napu-p5-l1",5,3.362,0.672,0.522,254.651,"",2017-05-11,"napu","p5","l1",FALSE
"napu-p5-l2",7,6.229,0.89,0.967,254.905,"",2017-05-11,"napu","p5","l2",FALSE
"napu-p5-l3",7,6.373,0.91,0.989,254.915,"",2017-05-11,"napu","p5","l3",FALSE
"napu-p6-all",39,75.05,1.924,11.649,254.756,"",2017-05-11,"napu","p6",NA,TRUE
"napu-p6-l1",7,6.028,0.861,0.936,254.938,"",2017-05-11,"napu","p6","l1",FALSE
"napu-p6-l2",8,8.251,1.031,1.281,254.974,"",2017-05-11,"napu","p6","l2",FALSE
"napu-p6-l3",7,6.559,0.937,1.018,254.944,"",2017-05-11,"napu","p6","l3",FALSE
"napu-p7-all",23,45.514,1.979,7.065,248.473,"",2017-05-11,"napu","p7",NA,TRUE
"napu-p7-l1",9,7.296,0.811,1.133,254.978,"",2017-05-11,"napu","p7","l1",FALSE
"napu-p7-l2",7,7.165,1.024,1.112,254.963,"",2017-05-11,"napu","p7","l2",FALSE
"napu-p7-l3",7,8.993,1.285,1.396,254.975,"",2017-05-11,"napu","p7","l3",FALSE
"napu-p8-all",69,80.72,1.17,12.529,253.501,"",2017-05-11,"napu","p8",NA,TRUE
"napu-p8-l1",13,11.115,0.855,1.725,254.978,"",2017-05-11,"napu","p8","l1",FALSE
"napu-p8-l2",5,2.343,0.469,0.364,254.984,"",2017-05-11,"napu","p8","l2",FALSE
"napu-p8-l3",12,4.272,0.356,0.663,254.967,"",2017-05-11,"napu","p8","l3",FALSE
"caco-p1-l1",3,2.429,0.81,0.377,251.433,"",2017-05-12,"caco","p1","l1",FALSE
"caco-p1-l2",2,2.84,1.42,0.441,254.558,"",2017-05-12,"caco","p1","l2",FALSE
"caco-p1-l3",2,2.613,1.306,0.406,254.11,"",2017-05-12,"caco","p1","l3",FALSE
"caco-p2-l1",3,3.965,1.322,0.615,254.448,"",2017-05-12,"caco","p2","l1",FALSE
"caco-p2-l2",3,3.294,1.098,0.511,253.625,"",2017-05-12,"caco","p2","l2",FALSE
"caco-p2-l3",3,2.824,0.941,0.438,253.175,"",2017-05-12,"caco","p2","l3",FALSE
"caco-p3-l1",2,1.638,0.819,0.254,254.869,"",2017-05-12,"caco","p3","l1",FALSE
"caco-p3-l2",3,1.851,0.617,0.287,251.944,"",2017-05-12,"caco","p3","l2",FALSE
"caco-p3-l3",1,1.449,1.449,0.225,249.833,"",2017-05-12,"caco","p3","l3",FALSE
"caco-p4-l1",3,1.346,0.449,0.209,249.738,"",2017-05-12,"caco","p4","l1",FALSE
"caco-p4-l2",2,1.694,0.847,0.263,254.912,"",2017-05-12,"caco","p4","l2",FALSE
"caco-p4-l3",2,1.535,0.768,0.238,254.651,"",2017-05-12,"caco","p4","l3",FALSE
"caco-p5-all",49,31.502,0.643,4.89,254.49,"",2017-05-12,"caco","p5",NA,TRUE
"caco-p5-l1",2,2.305,1.153,0.358,250.145,"",2017-05-12,"caco","p5","l1",FALSE
"caco-p5-l2",2,1.772,0.886,0.275,252.016,"",2017-05-12,"caco","p5","l2",FALSE
"caco-p5-l3",2,2.207,1.103,0.342,254.545,"",2017-05-12,"caco","p5","l3",FALSE
"caco-p6-all",72,62.452,0.867,9.694,254.411,"",2017-05-12,"caco","p6",NA,TRUE
"caco-p6-l1",2,2.735,1.367,0.424,250.362,"",2017-05-12,"caco","p6","l1",FALSE
"caco-p6-l2",2,2.355,1.177,0.365,254.005,"",2017-05-12,"caco","p6","l2",FALSE
"caco-p6-l3",2,1.891,0.945,0.293,254.777,"",2017-05-12,"caco","p6","l3",FALSE
"caco-p7-all",36,30.511,0.848,4.736,254.218,"",2017-05-12,"caco","p7",NA,TRUE
"caco-p7-l1",3,2.693,0.898,0.418,254.359,"",2017-05-12,"caco","p7","l1",FALSE
"caco-p7-l2",3,1.984,0.661,0.308,254.315,"",2017-05-12,"caco","p7","l2",FALSE
"caco-p7-l3",2,2.045,1.022,0.317,254.055,"",2017-05-12,"caco","p7","l3",FALSE
"caco-p8-all",61,32.613,0.535,5.062,254.096,"",2017-05-12,"caco","p8",NA,TRUE
"caco-p8-l1",2,1.303,0.651,0.202,250.212,"",2017-05-12,"caco","p8","l1",FALSE
"caco-p8-l2",1,1.391,1.391,0.216,250.93,"",2017-05-12,"caco","p8","l2",FALSE
"caco-p8-l3",2,1.657,0.829,0.257,251.064,"",2017-05-12,"caco","p8","l3",FALSE
"chpo-p1-all",14,63.923,4.566,9.922,254.559,"",2017-05-12,"chpo","p1",NA,TRUE
"chpo-p1-l1",6,33.044,5.507,5.129,254.961,"",2017-05-12,"chpo","p1","l1",FALSE
"chpo-p1-l2",10,30.898,3.09,4.796,254.892,"",2017-05-12,"chpo","p1","l2",FALSE
"chpo-p1-l3",9,31.302,3.478,4.859,254.978,"",2017-05-12,"chpo","p1","l3",FALSE
"chpo-p2-all",13,47.127,3.625,7.315,254.119,"",2017-05-12,"chpo","p2",NA,TRUE
"chpo-p2-l1",11,36.392,3.308,5.649,254.864,"",2017-05-12,"chpo","p2","l1",FALSE
"chpo-p2-l2",8,19.537,2.442,3.032,254.899,"",2017-05-12,"chpo","p2","l2",FALSE
"chpo-p2-l3",7,20.018,2.86,3.107,254.98,"",2017-05-12,"chpo","p2","l3",FALSE
"chpo-p3-l1",6,26.071,4.345,4.047,254.873,"",2017-05-12,"chpo","p3","l1",FALSE
"chpo-p3-l2",10,29.129,2.913,4.521,254.922,"",2017-05-12,"chpo","p3","l2",FALSE
"chpo-p3-l3",11,21.265,1.933,3.301,254.979,"",2017-05-12,"chpo","p3","l3",FALSE
"chpo-p4-all",16,50.492,3.156,7.837,253.608,"",2017-05-12,"chpo","p4",NA,TRUE
"chpo-p4-l1",9,32.719,3.635,5.078,254.896,"",2017-05-12,"chpo","p4","l1",FALSE
"chpo-p4-l2",10,39.436,3.944,6.121,254.768,"",2017-05-12,"chpo","p4","l2",FALSE
"chpo-p4-l3",6,20.889,3.482,3.242,254.853,"",2017-05-12,"chpo","p4","l3",FALSE
"chpo-p5-all",7,14.9,2.129,2.313,254.485,"",2017-05-12,"chpo","p5",NA,TRUE
"chpo-p5-l1",8,34.021,4.253,5.281,254.461,"",2017-05-12,"chpo","p5","l1",FALSE
"chpo-p5-l2",8,26.187,3.273,4.065,254.897,"",2017-05-12,"chpo","p5","l2",FALSE
"chpo-p5-l3",6,31.511,5.252,4.891,254.551,"",2017-05-12,"chpo","p5","l3",FALSE
"chpo-p6-all",40,152.766,3.819,23.712,254.636,"",2017-05-12,"chpo","p6",NA,TRUE
"chpo-p6-l1",6,19.179,3.196,2.977,254.891,"",2017-05-12,"chpo","p6","l1",FALSE
"chpo-p6-l2",9,33.876,3.764,5.258,254.969,"",2017-05-12,"chpo","p6","l2",FALSE
"chpo-p6-l3",9,42.03,4.67,6.524,254.894,"",2017-05-12,"chpo","p6","l3",FALSE
"chpo-p7-all",11,47.274,4.298,7.338,254.582,"",2017-05-12,"chpo","p7",NA,TRUE
"chpo-p7-l1",5,27.657,5.531,4.293,254.934,"",2017-05-12,"chpo","p7","l1",FALSE
"chpo-p7-l2",8,35.097,4.387,5.448,254.877,"",2017-05-12,"chpo","p7","l2",FALSE
"chpo-p7-l3",8,22.668,2.834,3.518,254.99,"",2017-05-12,"chpo","p7","l3",FALSE
"chpo-p8-all",36,113.436,3.151,17.607,254.344,"",2017-05-12,"chpo","p8",NA,TRUE
"chpo-p8-l1",8,39.932,4.991,6.198,254.632,"",2017-05-12,"chpo","p8","l1",FALSE
"chpo-p8-l2",11,40.521,3.684,6.289,254.834,"",2017-05-12,"chpo","p8","l2",FALSE
"chpo-p8-l3",10,45.685,4.569,7.091,254.83,"",2017-05-12,"chpo","p8","l3",FALSE
"croton-p1-all",9,23.252,2.584,3.609,253.369,"",2017-05-12,"croton","p1",NA,TRUE
"croton-p1-l1",1,4.208,4.208,0.653,251.335,"",2017-05-12,"croton","p1","l1",FALSE
"croton-p1-l2",1,4.447,4.447,0.69,249.113,"",2017-05-12,"croton","p1","l2",FALSE
"croton-p1-l3",1,2.889,2.889,0.448,249.179,"",2017-05-12,"croton","p1","l3",FALSE
"croton-p2-all",14,16.123,1.152,2.502,254.628,"",2017-05-12,"croton","p2",NA,TRUE
"croton-p2-l1",1,2.551,2.551,0.396,251.996,"",2017-05-12,"croton","p2","l1",FALSE
"croton-p2-l2",1,2.387,2.387,0.371,247.602,"",2017-05-12,"croton","p2","l2",FALSE
"croton-p2-l3",1,1.359,1.359,0.211,235.609,"",2017-05-12,"croton","p2","l3",FALSE
"croton-p3-all",18,60.541,3.363,9.397,253.991,"",2017-05-12,"croton","p3",NA,TRUE
"croton-p3-l1",1,7.383,7.383,1.146,254.272,"",2017-05-12,"croton","p3","l1",FALSE
"croton-p3-l2",1,8.781,8.781,1.363,254.378,"",2017-05-12,"croton","p3","l2",FALSE
"croton-p3-l3",1,1.676,1.676,0.26,229.813,"",2017-05-12,"croton","p3","l3",FALSE
"croton-p4-all",27,50.124,1.856,7.78,253.21,"",2017-05-12,"croton","p4",NA,TRUE
"croton-p4-l1",1,5.936,5.936,0.921,254.879,"",2017-05-12,"croton","p4","l1",FALSE
"croton-p4-l2",1,5.512,5.512,0.855,252.696,"",2017-05-12,"croton","p4","l2",FALSE
"croton-p4-l3",1,4.765,4.765,0.74,250.363,"",2017-05-12,"croton","p4","l3",FALSE
"croton-p5-all",9,9.558,1.062,1.484,251.656,"",2017-05-12,"croton","p5",NA,TRUE
"croton-p5-l1",1,3.241,3.241,0.503,253.024,"",2017-05-12,"croton","p5","l1",FALSE
"croton-p5-l2",1,0.763,0.763,0.118,237.394,"",2017-05-12,"croton","p5","l2",FALSE
"croton-p5-l3",1,1.878,1.878,0.291,250.077,"",2017-05-12,"croton","p5","l3",FALSE
"croton-p6-all",17,25.367,1.492,3.937,253.154,"",2017-05-12,"croton","p6",NA,TRUE
"croton-p6-l1",1,3.066,3.066,0.476,251.621,"",2017-05-12,"croton","p6","l1",FALSE
"croton-p6-l2",1,2.026,2.026,0.315,246.378,"",2017-05-12,"croton","p6","l2",FALSE
"croton-p6-l3",1,3.727,3.727,0.578,252.956,"",2017-05-12,"croton","p6","l3",FALSE
"croton-p7-all",9,12.933,1.437,2.007,252.145,"",2017-05-12,"croton","p7",NA,TRUE
"croton-p7-l1",1,2.977,2.977,0.462,250.993,"",2017-05-12,"croton","p7","l1",FALSE
"croton-p7-l2",1,2.84,2.84,0.441,253.82,"",2017-05-12,"croton","p7","l2",FALSE
"croton-p7-l3",1,1.055,1.055,0.164,230.897,"",2017-05-12,"croton","p7","l3",FALSE
"croton-p8-all",9,12.638,1.404,1.962,253.12,"",2017-05-12,"croton","p8",NA,TRUE
"croton-p8-l1",1,2.258,2.258,0.351,253.003,"",2017-05-12,"croton","p8","l1",FALSE
"croton-p8-l2",1,2.493,2.493,0.387,252.209,"",2017-05-12,"croton","p8","l2",FALSE
"croton-p8-l3",1,2.375,2.375,0.369,252.241,"",2017-05-12,"croton","p8","l3",FALSE
"lara-p1-all",25,26.743,1.07,4.151,254.216,"",2017-05-12,"lara","p1",NA,TRUE
"lara-p1-l1",1,3.148,3.148,0.489,254.84,"",2017-05-12,"lara","p1","l1",FALSE
"lara-p1-l2",1,3.407,3.407,0.529,254.929,"",2017-05-12,"lara","p1","l2",FALSE
"lara-p1-l3",1,2.19,2.19,0.34,254.939,"",2017-05-12,"lara","p1","l3",FALSE
"lara-p2-all",30,21.558,0.719,3.346,254.454,"",2017-05-12,"lara","p2",NA,TRUE
"lara-p2-l1",1,2.42,2.42,0.376,254.585,"",2017-05-12,"lara","p2","l1",FALSE
"lara-p2-l2",1,2.202,2.202,0.342,254.643,"",2017-05-12,"lara","p2","l2",FALSE
"lara-p2-l3",1,3.315,3.315,0.515,254.376,"",2017-05-12,"lara","p2","l3",FALSE
"lara-p3-all",13,16.132,1.241,2.504,254.504,"",2017-05-12,"lara","p3",NA,TRUE
"lara-p3-l1",1,2.324,2.324,0.361,254.532,"",2017-05-12,"lara","p3","l1",FALSE
"lara-p3-l2",2,1.915,0.958,0.297,253.97,"",2017-05-12,"lara","p3","l2",FALSE
"lara-p3-l3",2,1.867,0.933,0.29,254.588,"",2017-05-12,"lara","p3","l3",FALSE
"lara-p4-all",10,3.983,0.398,0.618,254.892,"",2017-05-12,"lara","p4",NA,TRUE
"lara-p4-l1",2,0.959,0.48,0.149,253.859,"",2017-05-12,"lara","p4","l1",FALSE
"lara-p4-l2",2,1.029,0.514,0.16,254.871,"",2017-05-12,"lara","p4","l2",FALSE
"lara-p4-l3",1,0.658,0.658,0.102,254.069,"",2017-05-12,"lara","p4","l3",FALSE
"lara-p5-all",19,26.847,1.413,4.167,254.882,"",2017-05-12,"lara","p5",NA,TRUE
"lara-p5-l1",1,3.596,3.596,0.558,254.986,"",2017-05-12,"lara","p5","l1",FALSE
"lara-p5-l2",2,4.433,2.216,0.688,254.727,"",2017-05-12,"lara","p5","l2",FALSE
"lara-p5-l3",1,2.629,2.629,0.408,254.802,"",2017-05-12,"lara","p5","l3",FALSE
"lara-p6-all-1",45,35.422,0.787,5.498,254.769,"",2017-05-12,"lara","p6",NA,TRUE
"lara-p6-all-2",21,7.905,0.376,1.227,254.745,"",2017-05-12,"lara","p6",NA,TRUE
"lara-p6-l1",2,4.063,2.031,0.631,254.749,"",2017-05-12,"lara","p6","l1",FALSE
"lara-p6-l2",1,3.138,3.138,0.487,254.812,"",2017-05-12,"lara","p6","l2",FALSE
"lara-p6-l3",1,2.28,2.28,0.354,252.873,"",2017-05-12,"lara","p6","l3",FALSE
"lara-p7-all",51,31.265,0.613,4.853,254.783,"",2017-05-12,"lara","p7",NA,TRUE
"lara-p7-l1",1,3.033,3.033,0.471,252.887,"",2017-05-12,"lara","p7","l1",FALSE
"lara-p7-l2",2,2.006,1.003,0.311,254.759,"",2017-05-12,"lara","p7","l2",FALSE
"lara-p7-l3",2,1.368,0.684,0.212,254.767,"",2017-05-12,"lara","p7","l3",FALSE
"lara-p8-all",11,6.233,0.567,0.967,254.635,"",2017-05-12,"lara","p8",NA,TRUE
"lara-p8-l1",2,1.688,0.844,0.262,254.638,"",2017-05-12,"lara","p8","l1",FALSE
"lara-p8-l2",1,1.67,1.67,0.259,254.064,"",2017-05-12,"lara","p8","l2",FALSE
"lara-p8-l3",1,1.178,1.178,0.183,254.286,"",2017-05-12,"lara","p8","l3",FALSE
"siga-p1-all",13,4.457,0.343,0.692,254.853,"",2017-05-12,"siga","p1",NA,TRUE
"siga-p1-l1",1,1.614,1.614,0.251,254.723,"",2017-05-12,"siga","p1","l1",FALSE
"siga-p1-l2",1,1.331,1.331,0.207,254.268,"",2017-05-12,"siga","p1","l2",FALSE
"siga-p1-l3",1,0.984,0.984,0.153,254.401,"",2017-05-12,"siga","p1","l3",FALSE
"siga-p2-all",45,23.011,0.511,3.572,254.722,"",2017-05-12,"siga","p2",NA,TRUE
"siga-p2-l1",1,1.219,1.219,0.189,254.284,"",2017-05-12,"siga","p2","l1",FALSE
"siga-p2-l2",1,2.094,2.094,0.325,254.926,"",2017-05-12,"siga","p2","l2",FALSE
"siga-p2-l3",1,0.718,0.718,0.111,254.873,"",2017-05-12,"siga","p2","l3",FALSE
"siga-p3-all",45,29.449,0.654,4.571,254.052,"",2017-05-12,"siga","p3",NA,TRUE
"siga-p3-l1",1,2.079,2.079,0.323,254.881,"",2017-05-12,"siga","p3","l1",FALSE
"siga-p3-l2",1,0.878,0.878,0.136,254.99,"",2017-05-12,"siga","p3","l2",FALSE
"siga-p3-l3",3,2.897,0.966,0.45,254.633,"",2017-05-12,"siga","p3","l3",FALSE
"siga-p4-all",73,39.322,0.539,6.103,254.731,"",2017-05-12,"siga","p4",NA,TRUE
"siga-p4-l1",1,1.308,1.308,0.203,254.843,"",2017-05-12,"siga","p4","l1",FALSE
"siga-p4-l2",1,0.974,0.974,0.151,254.873,"",2017-05-12,"siga","p4","l2",FALSE
"siga-p4-l3",2,1.587,0.794,0.246,254.694,"",2017-05-12,"siga","p4","l3",FALSE
"siga-p5-all",42,17.408,0.414,2.702,254.752,"",2017-05-12,"siga","p5",NA,TRUE
"siga-p5-l1",1,1.387,1.387,0.215,254.96,"",2017-05-12,"siga","p5","l1",FALSE
"siga-p5-l2",1,1.925,1.925,0.299,254.734,"",2017-05-12,"siga","p5","l2",FALSE
"siga-p5-l3",1,0.506,0.506,0.079,254.666,"",2017-05-12,"siga","p5","l3",FALSE
"siga-p6-all",32,20.607,0.644,3.199,254.698,"",2017-05-12,"siga","p6",NA,TRUE
"siga-p6-l1",1,1.874,1.874,0.291,254.361,"",2017-05-12,"siga","p6","l1",FALSE
"siga-p6-l2",1,0.812,0.812,0.126,254.032,"",2017-05-12,"siga","p6","l2",FALSE
"siga-p6-l3",1,0.852,0.852,0.132,254.518,"",2017-05-12,"siga","p6","l3",FALSE
"siga-p7-all",56,34.193,0.611,5.307,254.839,"",2017-05-12,"siga","p7",NA,TRUE
"siga-p7-l1",1,2.009,2.009,0.312,254.939,"",2017-05-12,"siga","p7","l1",FALSE
"siga-p7-l2",2,1.478,0.739,0.229,254.706,"",2017-05-12,"siga","p7","l2",FALSE
"siga-p7-l3",1,1.404,1.404,0.218,254.98,"",2017-05-12,"siga","p7","l3",FALSE
"siga-p8-all",12,4.505,0.375,0.699,254.836,"",2017-05-12,"siga","p8",NA,TRUE
"siga-p8-l1",1,0.795,0.795,0.123,254.966,"",2017-05-12,"siga","p8","l1",FALSE
"siga-p8-l2",1,0.761,0.761,0.118,254.928,"",2017-05-12,"siga","p8","l2",FALSE
"siga-p8-l3",1,0.41,0.41,0.064,254.577,"",2017-05-12,"siga","p8","l3",FALSE
"anar-p1-all",61,36.32,0.595,5.59,254.774,"",2017-04-14,"anar","p1",NA,TRUE
"anar-p1-l1",1,0.644,0.644,0.099,254.716,"",2017-04-14,"anar","p1","l1",FALSE
"anar-p1-l2",1,1.159,1.159,0.178,254.83,"",2017-04-14,"anar","p1","l2",FALSE
"anar-p1-l3",1,0.661,0.661,0.102,254.91,"",2017-04-14,"anar","p1","l3",FALSE
"anar-p2-all",32,14.155,0.442,2.179,254.795,"",2017-04-14,"anar","p2",NA,TRUE
"anar-p2-l1",1,0.783,0.783,0.121,255,"",2017-04-14,"anar","p2","l1",FALSE
"anar-p2-l2",1,0.641,0.641,0.099,254.979,"",2017-04-14,"anar","p2","l2",FALSE
"anar-p2-l3",1,0.598,0.598,0.092,254.977,"",2017-04-14,"anar","p2","l3",FALSE
"anar-p3-all",76,41.316,0.544,6.359,254.7,"",2017-04-14,"anar","p3",NA,TRUE
"anar-p3-l1",2,1.168,0.584,0.18,254.973,"",2017-04-14,"anar","p3","l1",FALSE
"anar-p3-l2",2,1.474,0.737,0.227,255,"",2017-04-14,"anar","p3","l2",FALSE
"anar-p3-l3",1,1.385,1.385,0.213,254.997,"",2017-04-14,"anar","p3","l3",FALSE
"anar-p4-all",70,23.616,0.337,3.635,254.957,"",2017-04-14,"anar","p4",NA,TRUE
"anar-p4-l1",1,1.122,1.122,0.173,254.996,"",2017-04-14,"anar","p4","l1",FALSE
"anar-p4-l2",1,1.262,1.262,0.194,255,"",2017-04-14,"anar","p4","l2",FALSE
"anar-p4-l3",1,0.477,0.477,0.073,255,"",2017-04-14,"anar","p4","l3",FALSE
"anar-p5-all",58,16.409,0.283,2.526,254.91,"",2017-04-14,"anar","p5",NA,TRUE
"anar-p5-l1",1,0.817,0.817,0.126,254.994,"",2017-04-14,"anar","p5","l1",FALSE
"anar-p5-l2",1,0.773,0.773,0.119,254.929,"",2017-04-14,"anar","p5","l2",FALSE
"anar-p5-l3",1,0.726,0.726,0.112,254.994,"",2017-04-14,"anar","p5","l3",FALSE
"anar-p6-all",60,26.602,0.443,4.095,254.964,"",2017-04-14,"anar","p6",NA,TRUE
"anar-p6-l1",2,1.158,0.579,0.178,254.998,"",2017-04-14,"anar","p6","l1",FALSE
"anar-p6-l2",2,1.588,0.794,0.244,254.871,"",2017-04-14,"anar","p6","l2",FALSE
"anar-p6-l3",1,0.639,0.639,0.098,254.736,"",2017-04-14,"anar","p6","l3",FALSE
"anar-p7-all",105,32.699,0.311,5.033,254.926,"",2017-04-14,"anar","p7",NA,TRUE
"anar-p7-l1",1,0.952,0.952,0.146,254.966,"",2017-04-14,"anar","p7","l1",FALSE
"anar-p7-l2",1,0.756,0.756,0.116,254.994,"",2017-04-14,"anar","p7","l2",FALSE
"anar-p7-l3",1,0.636,0.636,0.098,254.684,"",2017-04-14,"anar","p7","l3",FALSE
"anar-p8-all",76,24.968,0.329,3.843,254.314,"",2017-04-14,"anar","p8",NA,TRUE
"anar-p8-l1",1,0.617,0.617,0.095,255,"",2017-04-14,"anar","p8","l1",FALSE
"anar-p8-l2",1,0.551,0.551,0.085,254.759,"",2017-04-14,"anar","p8","l2",FALSE
"anar-p8-l3",1,0.488,0.488,0.075,255,"",2017-04-14,"anar","p8","l3",FALSE
"ACMO-p1_ALL",19,11.168,0.588,1.853,254.664,"",2017-04-20,"acmo","p1",NA,TRUE
"ACMO_P1-l1",1,1.821,1.821,0.302,252.29,"",2017-04-20,"acmo","p1","l1",FALSE
"ACMO-p1_L2",1,1.425,1.425,0.236,254.849,"",2017-04-20,"acmo","p1","l2",FALSE
"ACMO_P1-l3",1,2.053,2.053,0.341,252.959,"",2017-04-20,"acmo","p1","l3",FALSE
"ACMO-p2_ALL",39,29.494,0.756,4.894,254.254,"",2017-04-20,"acmo","p2",NA,TRUE
"ACMO_P2-l1",1,1.131,1.131,0.188,254.952,"",2017-04-20,"acmo","p2","l1",FALSE
"ACMO-p2_L2",1,1.226,1.226,0.203,254.821,"",2017-04-20,"acmo","p2","l2",FALSE
"ACMO_P2-l3",1,1.855,1.855,0.308,254.754,"",2017-04-20,"acmo","p2","l3",FALSE
"ACMO-p3_ALL",48,34.518,0.719,5.728,254.695,"",2017-04-20,"acmo","p3",NA,TRUE
"ACMO_P3-l1",1,2.085,2.085,0.346,253.944,"",2017-04-20,"acmo","p3","l1",FALSE
"ACMO-p3_L2",1,2.335,2.335,0.387,254.411,"",2017-04-20,"acmo","p3","l2",FALSE
"ACMO_P3-l3",1,2.018,2.018,0.335,254.989,"",2017-04-20,"acmo","p3","l3",FALSE
"ACMO-p4_ALL",66,60.702,0.92,10.072,254.546,"",2017-04-20,"acmo","p4",NA,TRUE
"ACMO_P4-l1",1,2.649,2.649,0.44,254.643,"",2017-04-20,"acmo","p4","l1",FALSE
"ACMO-p4_L2",1,2.457,2.457,0.408,254.751,"",2017-04-20,"acmo","p4","l2",FALSE
"ACMO_P4-l3",1,1.998,1.998,0.332,254.376,"",2017-04-20,"acmo","p4","l3",FALSE
"ACMO-p5_ALL",61,39.008,0.639,6.473,254.799,"",2017-04-20,"acmo","p5",NA,TRUE
"ACMO_P5-l1",1,2.475,2.475,0.411,254.62,"",2017-04-20,"acmo","p5","l1",FALSE
"ACMO-p5_L2",1,2.165,2.165,0.359,254.88,"",2017-04-20,"acmo","p5","l2",FALSE
"ACMO_P5-l3",1,1.855,1.855,0.308,254.584,"",2017-04-20,"acmo","p5","l3",FALSE
"ACMO-p6_ALL",21,12.943,0.616,2.148,254.622,"",2017-04-20,"acmo","p6",NA,TRUE
"ACMO_P6-l1",2,3,1.5,0.498,254.553,"",2017-04-20,"acmo","p6","l1",FALSE
"ACMO-p6_L2",1,1.107,1.107,0.184,254.306,"",2017-04-20,"acmo","p6","l2",FALSE
"ACMO_P6-l3",1,1.261,1.261,0.209,253.731,"",2017-04-20,"acmo","p6","l3",FALSE
"ACMO-p7_ALL",24,15.684,0.653,2.602,254.805,"",2017-04-20,"acmo","p7",NA,TRUE
"ACMO_P7-l1",2,1.341,0.671,0.223,251.168,"",2017-04-20,"acmo","p7","l1",FALSE
"ACMO-p7_L2",1,1.007,1.007,0.167,254.7,"",2017-04-20,"acmo","p7","l2",FALSE
"ACMO_P7-l3",1,0.962,0.962,0.16,254.321,"",2017-04-20,"acmo","p7","l3",FALSE
"ACMO-p8_ALL",15,10.296,0.686,1.708,254.824,"",2017-04-20,"acmo","p8",NA,TRUE
"ACMO_P8-l1",1,1.529,1.529,0.254,254.038,"",2017-04-20,"acmo","p8","l1",FALSE
"ACMO-p8_L2",1,0.725,0.725,0.12,254.395,"",2017-04-20,"acmo","p8","l2",FALSE
"ACMO_P8-l3",1,0.996,0.996,0.165,254.986,"",2017-04-20,"acmo","p8","l3",FALSE
"AG2-p1_ALL",15,18.33,1.222,3.042,254.375,"",2017-04-20,NA,"p1",NA,TRUE
"AG2_P1-l1",2,5.465,2.732,0.907,254.031,"",2017-04-20,NA,"p1","l1",FALSE
"AG2-p1_L2",3,5.293,1.764,0.878,253.316,"",2017-04-20,NA,"p1","l2",FALSE
"AG2_P1-l3",3,2.973,0.991,0.493,251.325,"",2017-04-20,NA,"p1","l3",FALSE
