sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes.x,X,X.1,X.2,X.3,LDMC,date,Slice,Count,Total.Area,Average.Size,X.Area,Mean,notes.y,all,SLA
NA,non_plot,ACMO,6,1,7.8,0.6,0.09013,NA,0.0097,NA,4/20/17,,,,,,0.10762232331077333,2017-04-20,ACMO_P6-l1,2,3,1.5,0.498,254.553,,FALSE,33.370411568409345
NA,non_plot,ACMO,6,2,4.6,0.3,0.03446,NA,0.0044,NA,4/20/17,,,,,,0.12768427161926874,2017-04-20,ACMO-p6_L2,1,1.107,1.107,0.184,254.306,,FALSE,14.265463917525773
NA,non_plot,ACMO,6,3,4.7,0.3,0.03954,NA,0.005,NA,4/20/17,,,,,,0.12645422357106728,2017-04-20,ACMO_P6-l3,1,1.261,1.261,0.209,253.731,,FALSE,26.053719008264462
NA,non_plot,ACMO,7,1,4.5,0.5,0.04933,NA,0.0065,NA,4/20/17,,,,,,0.1317656598418812,2017-04-20,ACMO_P7-l1,2,1.341,0.671,0.223,251.168,,FALSE,17.148337595907925
NA,non_plot,ACMO,7,2,4.1,0.3,0.03422,NA,0.0042,NA,4/20/17,,,,,,0.12273524254821741,2017-04-20,ACMO-p7_L2,1,1.007,1.007,0.167,254.7,,FALSE,12.877237851662402
NA,non_plot,ACMO,7,3,4.1,0.5,0.03294,NA,0.0045,NA,4/20/17,,,,,,0.1366120218579235,2017-04-20,ACMO_P7-l3,1,0.962,0.962,0.16,254.321,,FALSE,47.86069651741293
NA,non_plot,ACMO,8,1,5.3,0.5,0.04806,NA,0.0067,NA,4/20/17,,,,,,0.13940907199334165,2017-04-20,ACMO_P8-l1,1,1.529,1.529,0.254,254.038,,FALSE,62.408163265306115
NA,non_plot,ACMO,8,2,3.2,0.3,0.01839,NA,0.0026,NA,4/20/17,,,,,,0.14138118542686243,2017-04-20,ACMO-p8_L2,1,0.725,0.725,0.12,254.395,,FALSE,21.96969696969697
NA,non_plot,ACMO,8,3,3.9,0.3,0.03002,NA,0.0045,NA,4/20/17,,,,,,0.1499000666222518,2017-04-20,ACMO_P8-l3,1,0.996,0.996,0.165,254.986,,FALSE,32.442996742671006
NA,non_plot,AGHE,1,1,8.6,1.1,0.10458,NA,0.0177,NA,4/20/17,,,,,,0.16924842226047046,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,1,2,7.9,1,0.09208,NA,0.0143,NA,4/20/17,,,,,,0.1552997393570808,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,1,3,5.9,0.8,0.06016,NA,0.0099,NA,4/20/17,,,,,,0.16456117021276598,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,2,1,5.5,0.8,0.06104,NA,0.0092,NA,4/20/17,,,,,,0.15072083879423329,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,2,2,6,1,0.06042,NA,0.0107,NA,4/20/17,,,,,,0.17709367759020192,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,2,3,6.9,1,0.07131,NA,0.0135,NA,4/20/17,,,,,,0.18931426167437948,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,3,1,8.7,1.6,0.12907,NA,0.0211,NA,4/20/17,,,,,,0.16347718292399474,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,3,2,7.9,1.8,0.11014,NA,0.0174,NA,4/20/17,,,,,,0.15798075177047394,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,3,3,7.8,1.7,0.11938,NA,0.0192,NA,4/20/17,,,,,,0.16083095995979224,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,4,1,6.6,0.8,0.06781,NA,0.01,NA,4/20/17,,,,,,0.1474708745022858,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,4,2,7.3,1,0.08111,NA,0.0121,NA,4/20/17,,,,,,0.14918012575514733,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,4,3,5.5,1,0.05605,NA,0.0088,NA,4/20/17,,,,,,0.15700267618198038,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,5,1,6.1,1.1,0.07953,NA,0.0122,NA,4/20/17,,,,,,0.15340123223940652,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,5,2,5.5,0.8,0.05904,NA,0.0094,NA,4/20/17,,,,,,0.15921409214092141,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,5,3,4.8,1.1,0.05605,NA,0.0083,NA,4/20/17,,,,,,0.14808206958073147,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,6,1,10.6,1.5,0.15143,NA,0.0236,NA,4/20/17,,,,,,0.15584758634352505,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,6,2,9.7,1.5,0.11927,NA,0.0187,NA,4/20/17,,,,,,0.15678712165674522,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,6,3,8,1.6,0.09933,NA,0.0152,NA,4/20/17,,,,,,0.15302526930433907,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,7,1,11.4,1.7,0.16675,NA,0.024,NA,4/20/17,,,,,,0.14392803598200898,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,7,2,9.9,1.1,0.11254,NA,0.0159,NA,4/20/17,,,,,,0.14128309934245603,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,7,3,9.9,1.4,0.13124,NA,0.0196,NA,4/20/17,,,,,,0.14934471197805546,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,8,1,6.8,0.9,0.12104,NA,0.017,NA,4/20/17,,,,,,0.1404494382022472,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,8,2,5,0.9,0.07279,NA,0.0097,NA,4/20/17,,,,,,0.1332600631954939,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AGHE,8,3,7.7,1.2,0.11503,NA,0.0163,NA,4/20/17,,,,,,0.1417021646526993,2017-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,AVBA,1,1,NA,NA,0.04951,NA,0.0167,NA,4/21/17,97x10x8,,,,,0.3373055948293274,2017-04-21,AVBA_P1-l1,6,2.91,0.485,0.483,254.981,,FALSE,31.6304347826087
NA,non_plot,AVBA,1,2,NA,NA,0.09851,NA,0.0326,NA,4/21/17,,,,,,0.3309308699624403,2017-04-21,AVBA-p1_L2,5,5.159,1.032,0.856,254.974,,FALSE,477.68518518518516
NA,non_plot,AVBA,1,3,NA,NA,0.05842,NA,0.0205,NA,4/21/17,,,,,,0.35090722355357756,2017-04-21,AVBA_P1-l3,1,3.76,3.76,0.624,254.779,,FALSE,261.1111111111111
NA,non_plot,AVBA,2,1,NA,NA,0.10863,NA,0.0346,NA,4/21/17,77x16x15,,,,,0.31851238147841293,2017-04-21,AVBA-p2_L1,1,6.193,6.193,1.028,254.976,,FALSE,601.26213592233
NA,non_plot,AVBA,2,2,NA,NA,0.04508,NA,0.0139,NA,4/21/17,,,,,,0.30834072759538594,2017-04-21,AVBA_P2-l2,1,3.183,3.183,0.528,254.973,,FALSE,239.3233082706767
NA,non_plot,AVBA,2,3,NA,NA,0.12881,NA,0.0395,NA,4/21/17,,,,,,0.3066532101544911,2017-04-21,AVBA-p2_L3,1,6.96,6.96,1.155,253.682,,FALSE,610.5263157894736
NA,non_plot,AVBA,3,1,NA,NA,0.05767,NA,0.01643,NA,4/21/17,60x8x7,,,,,0.2848968267730189,2017-04-21,AVBA_P3-l1,1,3.24,3.24,0.538,254.91,,FALSE,240.00000000000003
NA,non_plot,AVBA,3,2,NA,NA,0.06406,NA,0.01923,NA,4/21/17,,,,,,0.3001873243833906,2017-04-21,AVBA-p3_L2,2,3.549,1.774,0.589,254.787,,FALSE,236.6
NA,non_plot,AVBA,3,3,NA,NA,0.0649,NA,0.02176,NA,4/21/17,,,,,,0.3352850539291218,2017-04-21,AVBA_P3-l3,1,3.685,3.685,0.612,254.774,,FALSE,207.02247191011236
NA,non_plot,AVBA,4,1,NA,NA,0.08005,NA,0.0241,NA,4/21/17,86x5x5,,,,,0.30106183635227984,2017-04-21,AVBA-p4_L1,1,5.303,5.303,0.88,254.767,,FALSE,525.049504950495
NA,non_plot,AVBA,4,2,NA,NA,0.12966,NA,0.04247,NA,4/21/17,,,,,,0.32754897424032087,2017-04-21,AVBA_P4-l2,1,8.172,8.172,1.356,254.74,,FALSE,729.6428571428572
NA,non_plot,AVBA,4,3,NA,NA,0.12112,NA,0.03307,NA,4/21/17,,,,,,0.27303500660501984,2017-04-21,AVBA-p4_L3,1,6.872,6.872,1.14,254.882,,FALSE,630.4587155963303
NA,non_plot,AVBA,5,1,NA,NA,0.08507,NA,0.02571,NA,4/21/17,82x6x12,,,,,0.3022216997766545,2017-04-21,AVBA_P5-l1,1,5.274,5.274,0.875,254.869,,FALSE,492.89719626168227
NA,non_plot,AVBA,5,2,NA,NA,0.10844,NA,0.03468,NA,4/21/17,,,,,,0.31980818886019924,2017-04-21,AVBA-p5_L2,1,6.216,6.216,1.031,254.876,,FALSE,236.34980988593156
NA,non_plot,AVBA,5,3,NA,NA,0.12787,NA,0.03418,NA,4/21/17,,,,,,0.26730272933448035,2017-04-21,AVBA_P5-l3,1,6.638,6.638,1.102,253.932,,FALSE,626.2264150943396
NA,non_plot,AVBA,6,1,NA,NA,0.08545,NA,0.02752,NA,4/21/17,44x17x9,,,,,0.32205968402574603,2017-04-21,AVBA-p6_L1,1,4.971,4.971,0.825,254.893,,FALSE,350.07042253521126
NA,non_plot,AVBA,6,2,NA,NA,0.08023,NA,0.0264,NA,4/21/17,,,,,,0.3290539698367195,2017-04-21,AVBA_P6-l2,1,4.446,4.446,0.738,254.839,,FALSE,169.6946564885496
NA,non_plot,AVBA,6,3,NA,NA,0.06464,NA,0.02,NA,4/21/17,,,,,,0.3094059405940594,2017-04-21,AVBA-p6_L3,1,3.803,3.803,0.631,254.932,,FALSE,311.72131147540983
NA,non_plot,AVBA,7,1,NA,NA,0.07025,NA,0.0229,NA,4/21/17,82x13x11,,,,,0.3259786476868327,2017-04-21,AVBA_P7-l1,1,4.321,4.321,0.717,254.947,,FALSE,206.74641148325358
NA,non_plot,AVBA,7,2,NA,NA,0.10134,NA,0.0331,NA,4/21/17,,,,,,0.32662324847049534,2017-04-21,AVBA-p7_L2,1,5.585,5.585,0.927,254.975,,FALSE,581.7708333333334
NA,non_plot,AVBA,7,3,NA,NA,0.05795,NA,0.01738,NA,4/21/17,,,,,,0.29991371872303707,2017-04-21,AVBA_P7-l3,1,3.618,3.618,0.6,254.994,,FALSE,495.61643835616434
NA,non_plot,AVBA,8,1,NA,NA,0.10829,NA,0.0325,NA,4/21/17,99x17x7,,,,,0.3001200480192077,2017-04-21,AVBA-p8_L1,1,6.215,6.215,1.031,254.666,,FALSE,330.5851063829787
NA,non_plot,AVBA,8,2,NA,NA,0.08679,NA,0.0292,NA,4/21/17,,,,,,0.33644429081691435,2017-04-21,AVBA_P8-l2,1,4.906,4.906,0.814,254.765,,FALSE,637.1428571428571
NA,non_plot,AVBA,8,3,NA,NA,0.06788,NA,0.0244,NA,4/21/17,,,,,,0.35945786682380676,2017-04-21,AVBA-p8_L3,1,3.956,3.956,0.656,254.863,,FALSE,204.9740932642487
NA,non_plot,BOIN,1,1,NA,NA,0.04187,NA,0.0056,NA,4/22/17,NAx46x9, no petiole,,,,0.13374731311201338,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,1,2,NA,NA,0.03053,NA,0.0047,NA,4/22/17,no petiole,,,,,0.153946937438585,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,1,3,NA,NA,0.04706,NA,0.0068,NA,4/22/17,no petiole,,,,,0.14449638759031025,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,2,1,NA,NA,0.01433,NA,0.0026,NA,4/22/17,NAx49x11, no petiole,,,,0.1814375436147941,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,2,2,NA,NA,0.01738,NA,0.003,NA,4/22/17,no petiole,,,,,0.17261219792865362,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,2,3,NA,NA,0.02136,NA,0.0036,NA,4/22/17,no petiole,,,,,0.16853932584269662,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,3,1,NA,NA,0.0429,NA,0.0064,NA,4/22/17,NAx53x51, no petiole,,,,0.14918414918414918,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,3,2,NA,NA,0.02255,NA,0.0032,NA,4/22/17,no petiole,,,,,0.1419068736141907,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,3,3,NA,NA,0.03268,NA,0.0048,NA,4/22/17,no petiole,,,,,0.14687882496940022,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,4,1,NA,NA,0.02021,NA,0.0027,NA,4/22/17,NAx50x26, no petiole,,,,0.1335972290945077,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,4,2,NA,NA,0.01598,NA,0.0028,NA,4/22/17,no petiole,,,,,0.17521902377972465,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,4,3,NA,NA,0.02044,NA,0.0031,NA,4/22/17,no petiole,,,,,0.15166340508806261,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,5,1,NA,NA,0.02788,NA,0.00461,NA,4/22/17,NAx54x30, no petiole,,,,0.16535150645624105,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,5,2,NA,NA,0.02429,NA,0.00404,NA,4/22/17,no petiole,,,,,0.16632358995471389,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,5,3,NA,NA,0.02678,NA,0.00464,NA,4/22/17,no petiole,,,,,0.17326362957430919,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,6,1,NA,NA,0.05008,NA,0.00766,NA,4/22/17,NAx40x32, no petiole,,,,0.1529552715654952,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,6,2,NA,NA,0.06724,NA,0.00956,NA,4/22/17,no petiole,,,,,0.1421772754312909,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,6,3,NA,NA,0.01739,NA,0.00334,NA,4/22/17,no petiole,,,,,0.1920644048303623,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,7,1,NA,NA,0.04567,NA,0.00574,NA,4/22/17,NAx62x23, no petiole,,,,0.1256842566236041,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,7,2,NA,NA,0.04314,NA,0.0055,NA,4/22/17,no petiole,,,,,0.12749188687992583,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,7,3,NA,NA,0.05092,NA,0.00654,NA,4/22/17,no petiole,,,,,0.12843676355066772,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,8,1,NA,NA,0.04593,NA,0.00629,NA,4/22/17,NAx66x19, no petiole,,,,0.13694752884824732,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,8,2,NA,NA,0.03301,NA,0.00447,NA,4/22/17,no petiole,,,,,0.13541351105725538,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BOIN,8,3,NA,NA,0.05531,NA,0.00765,NA,4/22/17,no petiole,,,,,0.13831133610558669,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,BRDI,1,1,NA,NA,0.16834,NA,0.0413,NA,4/21/17,63x19x8,,,,,0.245336818343828,2017-04-21,BRDI-p1_L1,1,11.14,11.14,1.849,254.815,,FALSE,96.20034542314336
NA,non_plot,BRDI,1,2,NA,NA,0.19491,NA,0.0469,NA,4/21/17,,,,,,0.24062387768713764,2017-04-21,BRDI_P1-l2,1,11.718,11.718,1.944,254.834,,FALSE,143.60294117647058
NA,non_plot,BRDI,1,3,NA,NA,0.12168,NA,0.0335,NA,4/21/17,,,,,,0.2753122945430638,2017-04-21,BRDI-p1_L3,1,8.894,8.894,1.476,254.973,,FALSE,86.85546875
NA,non_plot,BRDI,2,1,NA,NA,0.15217,NA,0.041,NA,4/21/17,62x12x12,,,,,0.2694354997699941,2017-04-21,BRDI-p2_L1,3,9.716,3.239,1.612,254.985,,FALSE,511.36842105263156
NA,non_plot,BRDI,2,2,NA,NA,0.09376,NA,0.0226,NA,4/21/17,,,,,,0.24104095563139932,2017-04-21,BRDI_P2-l2,3,6.943,2.314,1.152,254.91,,FALSE,183.19261213720313
NA,non_plot,BRDI,2,3,NA,NA,0.07821,NA,0.0177,NA,4/21/17,,,,,,0.22631377061756808,2017-04-21,BRDI-p2_L3,2,6.198,3.099,1.029,254.978,,FALSE,80.38910505836576
NA,non_plot,BRDI,3,1,NA,NA,0.25901,NA,0.0716,NA,4/21/17,69x30x24,,,,,0.2764372031967877,2017-04-21,BRDI-p3_L1,1,15.32,15.32,2.542,254.395,,FALSE,284.75836431226764
NA,non_plot,BRDI,3,2,NA,NA,0.21201,NA,0.052,NA,4/21/17,,,,,,0.24527144945993112,2017-04-21,BRDI_P3-l2,3,13.056,4.352,2.166,254.858,,FALSE,478.2417582417582
NA,non_plot,BRDI,3,3,NA,NA,0.15428,NA,0.0354,NA,4/21/17,,,,,,0.22945294270158154,2017-04-21,BRDI-p3_L3,3,10.317,3.439,1.712,254.898,,FALSE,149.52173913043478
NA,non_plot,BRDI,4,1,NA,NA,0.07241,NA,0.0197,NA,4/21/17,53x30x15,,,,,0.27206186990747133,2017-04-21,BRDI-p4_L1,3,5.852,1.951,0.971,254.857,,FALSE,137.69411764705882
NA,non_plot,BRDI,4,2,NA,NA,0.16845,NA,0.0463,NA,4/21/17,,,,,,0.2748590086078955,2017-04-21,BRDI_P4-l2,3,11.663,3.888,1.935,254.954,,FALSE,245.02100840336132
NA,non_plot,BRDI,4,3,NA,NA,0.08827,NA,0.0254,NA,4/21/17,,,,,,0.28775348362977227,2017-04-21,BRDI-p4_L3,3,7.442,2.481,1.235,254.795,,FALSE,178.4652278177458
NA,non_plot,BRDI,5,1,NA,NA,0.18132,NA,0.0481,NA,4/21/17,68x36x15,,,,,0.2652768585925435,2017-04-21,BRDI-p5_L1,1,11.835,11.835,1.964,254.962,,FALSE,297.36180904522615
NA,non_plot,BRDI,5,2,NA,NA,0.15184,NA,0.0422,NA,4/21/17,,,,,,0.2779241306638567,2017-04-21,BRDI_P5-l2,2,10.222,5.111,1.696,254.989,,FALSE,358.66666666666663
NA,non_plot,BRDI,5,3,NA,NA,0.17562,NA,0.0424,NA,4/21/17,,,,,,0.24143036100671905,2017-04-21,BRDI-p5_L3,3,11.141,3.714,1.849,254.86,,FALSE,371.3666666666667
NA,non_plot,BRDI,6,1,NA,NA,0.11151,NA,0.0366,NA,4/21/17,61x20x6,,,,,0.3282216841538875,2017-04-21,BRDI-p6_L1,3,8.101,2.7,1.344,254.68,,FALSE,138.0068143100511
NA,non_plot,BRDI,6,2,NA,NA,0.06932,NA,0.0192,NA,4/21/17,,,,,,0.2769763416041546,2017-04-21,BRDI_P6-l2,1,6.06,6.06,1.006,254.996,,FALSE,93.66306027820711
NA,non_plot,BRDI,6,3,NA,NA,0.18716,NA,0.0558,NA,4/21/17,,,,,,0.29814062833938876,2017-04-21,BRDI-p6_L3,2,12.133,6.066,2.013,254.447,,FALSE,291.6586538461538
NA,non_plot,BRDI,7,1,NA,NA,0.15406,NA,0.0367,NA,4/21/17,73x38x15, scan all leaves in two parts,,,,0.23821887576268988,2017-04-21,BRDI_P7-l1,3,9.984,3.328,1.657,254.867,,FALSE,352.791519434629
NA,non_plot,BRDI,7,2,NA,NA,0.18555,NA,0.0576,NA,4/21/17,,,,,,0.3104284559417947,2017-04-21,BRDI-p7_L2,2,11.87,5.935,1.97,254.993,,FALSE,213.4892086330935
NA,non_plot,BRDI,7,3,NA,NA,0.29512,NA,0.0784,NA,4/21/17,,,,,,0.2656546489563567,2017-04-21,BRDI_P7-l3,4,16.924,4.231,2.808,254.688,,FALSE,291.7931034482758
NA,non_plot,BRDI,8,1,NA,NA,0.15021,NA,0.0445,NA,4/21/17,79x37x18,,,,,0.2962519139870847,2017-04-21,BRDI_P8-l1,1,9.923,9.923,1.647,254.926,,FALSE,115.65268065268066
NA,non_plot,BRDI,8,2,NA,NA,0.23224,NA,0.0681,NA,4/21/17,,,,,,0.2932311401997933,2017-04-21,BRDI-p8_L2,3,13.833,4.611,2.295,254.608,,FALSE,269.12451361867704
NA,non_plot,BRDI,8,3,NA,NA,0.14477,NA,0.0491,NA,4/21/17,,,,,,0.3391586654693652,2017-04-21,BRDI_P8-l3,3,9.825,3.275,1.63,254.64,,FALSE,149.99999999999997
NA,non_plot,DICA,1,1,NA,NA,NA,NA,0.1639,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,DICA,1,2,NA,NA,NA,NA,0.058,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,DICA,2,1,NA,NA,NA,NA,0.1563,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,DICA,3,1,NA,NA,NA,NA,0.1438,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,ERMO,1,1,NA,NA,0.18082,NA,0.0408,NA,4/21/17,no petiole,,,,,0.22563875677469308,2017-04-21,ERMO-p1_L1,10,11.139,1.114,1.848,254.761,no_petiole,FALSE,293.9050131926121
NA,non_plot,ERMO,1,1,NA,NA,0.18082,NA,0.0408,NA,4/21/17,no petiole,,,,,0.22563875677469308,2017-04-21,ERMO-p1_L1,11,13.283,1.208,2.204,254.495,with_petiole,FALSE,60.04972875226039
NA,non_plot,ERMO,1,2,NA,NA,0.15422,NA,0.0365,NA,4/21/17,no petiole,,,,,0.23667488004149914,2017-04-21,ERMO_P1-l2,10,9.934,0.993,1.648,254.756,no_petiole,FALSE,49.275793650793645
NA,non_plot,ERMO,1,2,NA,NA,0.15422,NA,0.0365,NA,4/21/17,no petiole,,,,,0.23667488004149914,2017-04-21,ERMO_P1-l2,11,11.157,1.014,1.851,254.7,with_petiole,FALSE,54.504152418172936
NA,non_plot,ERMO,1,3,NA,NA,0.24309,NA,0.0598,NA,4/21/17,no petiole,,,,,0.24599942408161585,2017-04-21,ERMO-p1_L3,10,14.023,1.402,2.327,254.895,no_petiole,FALSE,53.58425678257547
NA,non_plot,ERMO,1,3,NA,NA,0.24309,NA,0.0598,NA,4/21/17,no petiole,,,,,0.24599942408161585,2017-04-21,ERMO-p1_L3,11,15.407,1.401,2.557,254.836,with_petiole,FALSE,92.6458208057727
NA,non_plot,ERMO,2,1,NA,NA,0.26788,NA,0.0643,NA,4/21/17,no petiole,,,,,0.24003285053008808,2017-04-21,ERMO_P2-l1,10,17.811,1.781,2.955,254.738,no_petiole,FALSE,110.55865921787709
NA,non_plot,ERMO,2,1,NA,NA,0.26788,NA,0.0643,NA,4/21/17,no petiole,,,,,0.24003285053008808,2017-04-21,ERMO_P2-l1,11,19.772,1.797,3.281,254.73,with_petiole,FALSE,130.25032938076416
NA,non_plot,ERMO,2,2,NA,NA,0.25373,NA,0.0672,NA,4/21/17,no petiole,,,,,0.26484846096244036,2017-04-21,ERMO-p2_L2,10,16.311,1.631,2.707,254.969,no_petiole,FALSE,86.94562899786781
NA,non_plot,ERMO,2,2,NA,NA,0.25373,NA,0.0672,NA,4/21/17,no petiole,,,,,0.26484846096244036,2017-04-21,ERMO-p2_L2,11,17.549,1.595,2.912,254.959,with_petiole,FALSE,137.1015625
NA,non_plot,ERMO,2,3,NA,NA,0.15553,NA,0.0414,NA,4/21/17,no petiole,,,,,0.26618658779656656,2017-04-21,ERMO_P2-l3,10,10.709,1.071,1.777,254.955,no_petiole,FALSE,61.687788018433174
NA,non_plot,ERMO,2,3,NA,NA,0.15553,NA,0.0414,NA,4/21/17,no petiole,,,,,0.26618658779656656,2017-04-21,ERMO_P2-l3,11,11.626,1.057,1.929,254.918,with_petiole,FALSE,75.39559014267185
NA,non_plot,ERMO,3,1,NA,NA,0.10023,NA,0.0203,NA,4/21/17,no petiole,,,,,0.2025341714057667,2017-04-21,ERMO-p3_L1,9,7.002,0.778,1.162,254.955,no_petiole,FALSE,58.643216080402006
NA,non_plot,ERMO,3,1,NA,NA,0.10023,NA,0.0203,NA,4/21/17,no petiole,,,,,0.2025341714057667,2017-04-21,ERMO-p3_L1,10,8.581,0.858,1.424,254.764,with_petiole,FALSE,46.40886965927528
NA,non_plot,ERMO,3,2,NA,NA,0.13491,NA,0.0279,NA,4/21/17,no petiole,,,,,0.20680453635757173,2017-04-21,ERMO_P3-l2,9,8.956,0.995,1.486,254.973,no_petiole,FALSE,55.90511860174781
NA,non_plot,ERMO,3,2,NA,NA,0.13491,NA,0.0279,NA,4/21/17,no petiole,,,,,0.20680453635757173,2017-04-21,ERMO_P3-l2,10,10.826,1.083,1.796,254.921,with_petiole,FALSE,56.740041928721176
NA,non_plot,ERMO,3,3,NA,NA,0.09776,NA,0.022,NA,4/21/17,no petiole,,,,,0.22504091653027822,2017-04-21,ERMO-p3_L3,5,6.521,1.304,1.082,254.912,no_petiole,FALSE,60.66046511627907
NA,non_plot,ERMO,3,3,NA,NA,0.09776,NA,0.022,NA,4/21/17,no petiole,,,,,0.22504091653027822,2017-04-21,ERMO-p3_L3,6,6.974,1.162,1.157,254.918,with_petiole,FALSE,33.43240651965484
NA,non_plot,ERMO,4,1,NA,NA,0.15055,NA,0.0344,NA,4/21/17,no petiole,,,,,0.22849551643972105,2017-04-21,ERMO_P4-l1,9,9.835,1.093,1.632,254.789,no_petiole,FALSE,38.98137138327388
NA,non_plot,ERMO,4,1,NA,NA,0.15055,NA,0.0344,NA,4/21/17,no petiole,,,,,0.22849551643972105,2017-04-21,ERMO_P4-l1,10,11.354,1.135,1.884,254.771,with_petiole,FALSE,61.67300380228136
NA,non_plot,ERMO,4,2,NA,NA,0.10246,NA,0.0242,NA,4/21/17,no petiole,,,,,0.23618973257856726,2017-04-21,ERMO-p4_L2,8,6.352,0.794,1.054,254.864,no_petiole,FALSE,25.74787190920146
NA,non_plot,ERMO,4,2,NA,NA,0.10246,NA,0.0242,NA,4/21/17,no petiole,,,,,0.23618973257856726,2017-04-21,ERMO-p4_L2,9,7.3,0.811,1.211,254.719,with_petiole,FALSE,46.58583280153159
